ST_CD,MAJCAT,MERCHCAT,BODY,MC_BODY_CONT_1,MC_BODY_CONT_2,MC_BODY_CONT_3,MC_BODY_CONT_4,MC_BODY_CONT_5,MC_BODY_CONT_6,MC_BODY_CONT_7,MC_BODY_CONT_8,MC_BODY_CONT_9,MC_BODY_CONT_10,MC_BODY_CONT_11,MC_BODY_CONT_12
HB39,M_JEANS,M_BLK_JEANS,R_FIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB39,M_JEANS,M_BLK_JEANS,RN,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
HB39,M_JEANS,M_BLU_JEANS,5_PKT,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%,62%
HB39,M_JEANS,M_BLU_JEANS,A_FIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB39,M_JEANS,M_BLU_JEANS,KNIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HB39,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB39,M_JEANS,M_BLU_JEANS,PLN_BODY,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%
HB39,M_JEANS,M_BLU_JEANS,R_FIT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HB39,M_JEANS,M_BLU_JEANS,RN,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB39,M_JEANS,M_COL_JEANS,5_PKT,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%
HB39,M_JEANS,M_COL_JEANS,5PC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB39,M_JEANS,M_COL_JEANS,A_FIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HB39,M_JEANS,M_COL_JEANS,C_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB39,M_JEANS,M_COL_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB39,M_JEANS,M_COL_JEANS,KNIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB39,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB39,M_JEANS,M_COL_JEANS,PLN_BODY,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%,28%
HB39,M_JEANS,M_COL_JEANS,PRT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB39,M_JEANS,M_COL_JEANS,R_FIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HB39,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB39,M_JEANS,M_JGR_JEANS,5_PKT,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%
HB39,M_JEANS,M_JGR_JEANS,C&S,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%
HB39,M_JEANS,M_JGR_JEANS,C_PKT,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%
HB39,M_JEANS,M_JGR_JEANS,CARGO,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HB39,M_JEANS,M_JGR_JEANS,CRG_PKT,31%,31%,31%,31%,31%,31%,31%,31%,31%,31%,31%,31%
HB39,M_JEANS,M_JGR_JEANS,CRS_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB39,M_JEANS,M_JGR_JEANS,PLN_BODY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB39,M_JEANS,M_JGR_JEANS,R_FIT,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HB40,M_JEANS,M_BLK_JEANS,5_PKT,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%
HB40,M_JEANS,M_BLK_JEANS,A_FIT,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%
HB40,M_JEANS,M_BLK_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB40,M_JEANS,M_BLK_JEANS,KNIT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB40,M_JEANS,M_BLK_JEANS,PLN_BODY,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HB40,M_JEANS,M_BLK_JEANS,R_FIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB40,M_JEANS,M_BLK_JEANS,RN,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%
HB40,M_JEANS,M_BLU_JEANS,5_PKT,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%
HB40,M_JEANS,M_BLU_JEANS,A_FIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HB40,M_JEANS,M_BLU_JEANS,KNIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HB40,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB40,M_JEANS,M_BLU_JEANS,PLN_BODY,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
HB40,M_JEANS,M_BLU_JEANS,R_FIT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB40,M_JEANS,M_BLU_JEANS,RN,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HB40,M_JEANS,M_COL_JEANS,5_PKT,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%
HB40,M_JEANS,M_COL_JEANS,5PC,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB40,M_JEANS,M_COL_JEANS,A_FIT,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%
HB40,M_JEANS,M_COL_JEANS,C_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB40,M_JEANS,M_COL_JEANS,DBY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB40,M_JEANS,M_COL_JEANS,KNIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HB40,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB40,M_JEANS,M_COL_JEANS,PLN_BODY,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HB40,M_JEANS,M_COL_JEANS,PRT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HB40,M_JEANS,M_COL_JEANS,R_FIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HB40,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB40,M_JEANS,M_JGR_JEANS,5_PKT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB40,M_JEANS,M_JGR_JEANS,C&S,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%
HB40,M_JEANS,M_JGR_JEANS,C_PKT,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%
HB40,M_JEANS,M_JGR_JEANS,CARGO,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HB40,M_JEANS,M_JGR_JEANS,CRG_PKT,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%
HB40,M_JEANS,M_JGR_JEANS,CRS_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB40,M_JEANS,M_JGR_JEANS,PLN_BODY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB40,M_JEANS,M_JGR_JEANS,R_FIT,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HB41,M_JEANS,M_BLK_JEANS,5_PKT,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%
HB41,M_JEANS,M_BLK_JEANS,A_FIT,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%
HB41,M_JEANS,M_BLK_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB41,M_JEANS,M_BLK_JEANS,KNIT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB41,M_JEANS,M_BLK_JEANS,PLN_BODY,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HB41,M_JEANS,M_BLK_JEANS,R_FIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB41,M_JEANS,M_BLK_JEANS,RN,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%
HB41,M_JEANS,M_BLU_JEANS,5_PKT,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%
HB41,M_JEANS,M_BLU_JEANS,A_FIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HB41,M_JEANS,M_BLU_JEANS,KNIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HB41,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB41,M_JEANS,M_BLU_JEANS,PLN_BODY,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
HB41,M_JEANS,M_BLU_JEANS,R_FIT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB41,M_JEANS,M_BLU_JEANS,RN,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HB41,M_JEANS,M_COL_JEANS,5_PKT,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%
HB41,M_JEANS,M_COL_JEANS,5PC,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB41,M_JEANS,M_COL_JEANS,A_FIT,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%
HB41,M_JEANS,M_COL_JEANS,C_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB41,M_JEANS,M_COL_JEANS,DBY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HB41,M_JEANS,M_COL_JEANS,KNIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HB41,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB41,M_JEANS,M_COL_JEANS,PLN_BODY,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HB41,M_JEANS,M_COL_JEANS,PRT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HB41,M_JEANS,M_COL_JEANS,R_FIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HB41,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB41,M_JEANS,M_JGR_JEANS,5_PKT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HB41,M_JEANS,M_JGR_JEANS,C&S,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%
HB41,M_JEANS,M_JGR_JEANS,C_PKT,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%
HB41,M_JEANS,M_JGR_JEANS,CARGO,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HB41,M_JEANS,M_JGR_JEANS,CRG_PKT,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%
HB41,M_JEANS,M_JGR_JEANS,CRS_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB41,M_JEANS,M_JGR_JEANS,PLN_BODY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HB41,M_JEANS,M_JGR_JEANS,R_FIT,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HD16,M_JEANS,M_BLK_JEANS,5_PKT,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%
HD16,M_JEANS,M_BLK_JEANS,A_FIT,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%
HD16,M_JEANS,M_BLK_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HD16,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HD16,M_JEANS,M_BLK_JEANS,PLN_BODY,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
HD16,M_JEANS,M_BLK_JEANS,R_FIT,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HD16,M_JEANS,M_BLK_JEANS,RN,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
HD16,M_JEANS,M_BLU_JEANS,5_PKT,59%,59%,59%,59%,59%,59%,59%,59%,59%,59%,59%,59%
HD16,M_JEANS,M_BLU_JEANS,A_FIT,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%
HD16,M_JEANS,M_BLU_JEANS,KNIT,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HD16,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HD16,M_JEANS,M_BLU_JEANS,PLN_BODY,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%
HD16,M_JEANS,M_BLU_JEANS,R_FIT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HD16,M_JEANS,M_BLU_JEANS,RN,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HD16,M_JEANS,M_COL_JEANS,5_PKT,56%,56%,56%,56%,56%,56%,56%,56%,56%,56%,56%,56%
HD16,M_JEANS,M_COL_JEANS,5PC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HD16,M_JEANS,M_COL_JEANS,A_FIT,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
HD16,M_JEANS,M_COL_JEANS,C_PKT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HD16,M_JEANS,M_COL_JEANS,DBY,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HD16,M_JEANS,M_COL_JEANS,KNIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HD16,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HD16,M_JEANS,M_COL_JEANS,PLN_BODY,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%
HD16,M_JEANS,M_COL_JEANS,PRT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HD16,M_JEANS,M_COL_JEANS,R_FIT,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%
HD16,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HD16,M_JEANS,M_JGR_JEANS,5_PKT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HD16,M_JEANS,M_JGR_JEANS,C&S,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%
HD16,M_JEANS,M_JGR_JEANS,C_PKT,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HD16,M_JEANS,M_JGR_JEANS,CARGO,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
HD16,M_JEANS,M_JGR_JEANS,CRG_PKT,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%
HD16,M_JEANS,M_JGR_JEANS,CRS_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HD16,M_JEANS,M_JGR_JEANS,PLN_BODY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HD16,M_JEANS,M_JGR_JEANS,R_FIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HD22,M_JEANS,M_BLK_JEANS,5_PKT,53%,53%,53%,53%,53%,53%,53%,53%,53%,53%,53%,53%
HD22,M_JEANS,M_BLK_JEANS,A_FIT,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HD22,M_JEANS,M_BLK_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HD22,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HD22,M_JEANS,M_BLK_JEANS,PLN_BODY,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%
HD22,M_JEANS,M_BLK_JEANS,R_FIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HD22,M_JEANS,M_BLK_JEANS,RN,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
HD22,M_JEANS,M_BLU_JEANS,5_PKT,73%,73%,73%,73%,73%,73%,73%,73%,73%,73%,73%,73%
HD22,M_JEANS,M_BLU_JEANS,A_FIT,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HD22,M_JEANS,M_BLU_JEANS,KNIT,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%,10%
HD22,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HD22,M_JEANS,M_BLU_JEANS,PLN_BODY,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
HD22,M_JEANS,M_BLU_JEANS,R_FIT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HD22,M_JEANS,M_BLU_JEANS,RN,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HD22,M_JEANS,M_COL_JEANS,5_PKT,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%
HD22,M_JEANS,M_COL_JEANS,5PC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HD22,M_JEANS,M_COL_JEANS,A_FIT,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
HD22,M_JEANS,M_COL_JEANS,C_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HD22,M_JEANS,M_COL_JEANS,DBY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HD22,M_JEANS,M_COL_JEANS,KNIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HD22,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HD22,M_JEANS,M_COL_JEANS,PLN_BODY,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%
HD22,M_JEANS,M_COL_JEANS,PRT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HD22,M_JEANS,M_COL_JEANS,R_FIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HD22,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HD22,M_JEANS,M_JGR_JEANS,5_PKT,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HD22,M_JEANS,M_JGR_JEANS,C&S,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%
HD22,M_JEANS,M_JGR_JEANS,C_PKT,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%
HD22,M_JEANS,M_JGR_JEANS,CARGO,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HD22,M_JEANS,M_JGR_JEANS,CRG_PKT,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%
HD22,M_JEANS,M_JGR_JEANS,CRS_PKT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
HD22,M_JEANS,M_JGR_JEANS,PLN_BODY,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HD22,M_JEANS,M_JGR_JEANS,R_FIT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HD24,M_JEANS,M_BLK_JEANS,5_PKT,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%
HD24,M_JEANS,M_BLK_JEANS,A_FIT,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
HD24,M_JEANS,M_BLK_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HD24,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HD24,M_JEANS,M_BLK_JEANS,PLN_BODY,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%
HD24,M_JEANS,M_BLK_JEANS,R_FIT,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HD24,M_JEANS,M_BLK_JEANS,RN,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%
HD24,M_JEANS,M_BLU_JEANS,5_PKT,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%,58%
HD24,M_JEANS,M_BLU_JEANS,A_FIT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HD24,M_JEANS,M_BLU_JEANS,KNIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HD24,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HD24,M_JEANS,M_BLU_JEANS,PLN_BODY,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%
HD24,M_JEANS,M_BLU_JEANS,R_FIT,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
HD24,M_JEANS,M_BLU_JEANS,RN,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HD24,M_JEANS,M_COL_JEANS,5_PKT,65%,65%,65%,65%,65%,65%,65%,65%,65%,65%,65%,65%
HD24,M_JEANS,M_COL_JEANS,5PC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HD24,M_JEANS,M_COL_JEANS,A_FIT,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HD24,M_JEANS,M_COL_JEANS,C_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HD24,M_JEANS,M_COL_JEANS,DBY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HD24,M_JEANS,M_COL_JEANS,KNIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HD24,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HD24,M_JEANS,M_COL_JEANS,PLN_BODY,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
HD24,M_JEANS,M_COL_JEANS,PRT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HD24,M_JEANS,M_COL_JEANS,R_FIT,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
HD24,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HD24,M_JEANS,M_JGR_JEANS,5_PKT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HD24,M_JEANS,M_JGR_JEANS,C&S,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%
HD24,M_JEANS,M_JGR_JEANS,C_PKT,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%
HD24,M_JEANS,M_JGR_JEANS,CARGO,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%
HD24,M_JEANS,M_JGR_JEANS,CRG_PKT,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%,33%
HD24,M_JEANS,M_JGR_JEANS,CRS_PKT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HD24,M_JEANS,M_JGR_JEANS,PLN_BODY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HD24,M_JEANS,M_JGR_JEANS,R_FIT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HD25,M_JEANS,M_BLK_JEANS,5_PKT,53%,53%,53%,53%,53%,53%,53%,53%,53%,53%,53%,53%
HD25,M_JEANS,M_BLK_JEANS,A_FIT,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HD25,M_JEANS,M_BLK_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HD25,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HD25,M_JEANS,M_BLK_JEANS,PLN_BODY,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%
HD25,M_JEANS,M_BLK_JEANS,R_FIT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HD25,M_JEANS,M_BLK_JEANS,RN,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
HD25,M_JEANS,M_BLU_JEANS,5_PKT,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%,55%
HD25,M_JEANS,M_BLU_JEANS,A_FIT,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HD25,M_JEANS,M_BLU_JEANS,KNIT,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
HD25,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HD25,M_JEANS,M_BLU_JEANS,PLN_BODY,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%,20%
HD25,M_JEANS,M_BLU_JEANS,R_FIT,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%
HD25,M_JEANS,M_BLU_JEANS,RN,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HD25,M_JEANS,M_COL_JEANS,5_PKT,57%,57%,57%,57%,57%,57%,57%,57%,57%,57%,57%,57%
HD25,M_JEANS,M_COL_JEANS,5PC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HD25,M_JEANS,M_COL_JEANS,A_FIT,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
HD25,M_JEANS,M_COL_JEANS,C_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HD25,M_JEANS,M_COL_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HD25,M_JEANS,M_COL_JEANS,KNIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
HD25,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
HD25,M_JEANS,M_COL_JEANS,PLN_BODY,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%
HD25,M_JEANS,M_COL_JEANS,PRT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
HD25,M_JEANS,M_COL_JEANS,R_FIT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
HD25,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
